city,query,intent,canonical_url,supporting_url,evidence,search_volume,status
Inverness,furniture delivery quote inverness,Pricing enquiry,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/furniture-delivery,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,flat removals with stairs inverness,Access planning,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/flat-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,flat removals no lift inverness,Access planning,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/flat-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,parking for removals inverness,Access planning,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/man-and-van,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,loading access for removals inverness,Access planning,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/house-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,man and van aberdeen,Man and van,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/man-and-van,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,man with a van aberdeen,Man and van,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/man-and-van,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,van and man aberdeen,Man and van,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/man-and-van,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,van with driver aberdeen,Man and van,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/man-and-van,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,furniture removals aberdeen,Furniture transport,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/furniture-delivery,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,furniture collection and delivery aberdeen,Furniture transport,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/furniture-delivery,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,sofa delivery aberdeen,Furniture transport,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/furniture-delivery,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,single item removals aberdeen,Single-item transport,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/small-moves,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,house removals aberdeen,House removals,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/house-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,full house move aberdeen,House removals,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/house-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,removal company aberdeen,House removals,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/house-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,flat removals aberdeen,Flat removals,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/flat-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,apartment removals aberdeen,Flat removals,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/flat-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,studio removals aberdeen,Flat removals,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/flat-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,office removals aberdeen,Office removals,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/office-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,business removals aberdeen,Office removals,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/office-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,commercial relocation aberdeen,Office removals,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/office-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,small moves aberdeen,Small moves,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/small-moves,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,student removals aberdeen,Student moves,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/student-move,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,student moving service aberdeen,Student moves,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/student-move,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,long distance removals aberdeen,Long-distance move enquiry,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/long-distance-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,moving to aberdeen,Long-distance move enquiry,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/long-distance-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,moving from aberdeen,Long-distance move enquiry,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/long-distance-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,man and van prices aberdeen,Pricing enquiry,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/pricing,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,house removal cost aberdeen,Pricing enquiry,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/pricing,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,furniture delivery quote aberdeen,Pricing enquiry,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/furniture-delivery,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,flat removals with stairs aberdeen,Access planning,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/flat-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,flat removals no lift aberdeen,Access planning,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/flat-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,parking for removals aberdeen,Access planning,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/man-and-van,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Aberdeen,loading access for removals aberdeen,Access planning,https://www.speedyvan.uk/areas/aberdeen,https://www.speedyvan.uk/services/house-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
